gvkey,datadate,fyear,at,lt,sale,ni,roe,roa,ticker,conm
001690,1991-09-30,1991,3493.597,1726.921,6308.849,309.841,0.17538077157328225,0.08868824881633457,AAPL,APPLE INC
012141,1991-06-30,1991,1644.184,293.353,1843.432,462.743,0.34256172681852876,0.28144234465242335,MSFT,MICROSOFT CORP
001161,1990-12-31,1990,1111.692,475.388,1059.242,-53.552,-0.08416565949307604,-0.048171615879218345,AMD,ADVANCED MICRO DEVICES
006008,1990-12-31,1990,5376.308,1784.802,3921.274,650.261,0.1810552453483302,0.12094935781208964,INTC,INTEL CORP
012540,1990-11-30,1990,145.701,37.901,168.73,40.07,0.3717068645640074,0.275015271000199,ADBE,ADOBE INC
001690,1990-09-30,1990,2975.707,1528.887,5558.435,474.895,0.32823364343871386,0.1595906451811284,AAPL,APPLE INC
012141,1990-06-30,1990,1105.349,186.786,1183.446,279.186,0.303937781077618,0.25257724031052636,MSFT,MICROSOFT CORP
001161,1989-12-31,1989,1122.415,431.511,1104.606,46.052,0.0666580784490258,0.0410293875260042,AMD,ADVANCED MICRO DEVICES
006008,1989-12-31,1989,3993.983,1445.18,3126.833,391.021,0.153413582768068,0.09790251986550769,INTC,INTEL CORP
012540,1989-11-30,1989,94.139,35.314,121.358,33.706,0.5729876753081173,0.35804501853641957,ADBE,ADOBE INC
001690,1989-09-30,1989,2743.899,1258.153,5284.013,454.033,0.30559261138848764,0.16547001183352594,AAPL,APPLE INC
012141,1989-06-30,1989,720.598,158.818,803.53,170.538,0.3035672327245541,0.23666177258332663,MSFT,MICROSOFT CORP
006008,1988-12-31,1988,3549.736,1469.682,2874.769,452.922,0.21774530853525917,0.1275931505892269,INTC,INTEL CORP
001161,1988-12-31,1988,1081.302,436.459,1125.855,19.316,0.029956204017319885,0.017863649563211757,AMD,ADVANCED MICRO DEVICES
012540,1988-11-30,1988,65.46,21.163,83.483,21.08,0.47587872767907535,0.32202871982890313,ADBE,ADOBE INC
001690,1988-09-30,1988,2082.086,1078.661,4071.373,400.258,0.39889179560006977,0.19223893729653818,AAPL,APPLE INC
012141,1988-06-30,1988,493.019,117.521,590.827,123.908,0.3299831157556099,0.2513249996450441,MSFT,MICROSOFT CORP
006008,1987-12-31,1987,2597.163,1290.738,1907.105,248.055,0.18987312704518056,0.09550998531859571,INTC,INTEL CORP
001161,1987-12-31,1987,1113.716,453.819,997.08,-48.068,-0.07284553436930752,-0.04316001565928836,AMD,ADVANCED MICRO DEVICES
012540,1987-11-30,1987,32.302,8.777,39.324,8.982,0.38180658873538786,0.27806327781561513,ADBE,ADOBE INC
001690,1987-09-30,1987,1477.931,641.443,2661.068,217.496,0.260010902726638,0.14716248593472903,AAPL,APPLE INC
012141,1987-06-30,1987,287.754,48.649,345.89,71.878,0.3006127015327994,0.2497897509678406,MSFT,MICROSOFT CORP
001161,1987-03-31,1986,843.543,371.081,631.981,-95.865,-0.2029202395290701,-0.11364565884608135,AMD,ADVANCED MICRO DEVICES
006008,1986-12-31,1986,2080.066,804.839,1265.011,-173.165,-0.13579151006056175,-0.08324976226715883,INTC,INTEL CORP
012540,1986-11-30,1986,20.016,6.297,16.055,3.586,0.26138931408994825,0.17915667466027177,ADBE,ADOBE INC
001690,1986-09-30,1986,1160.128,466.041,1901.897,153.963,0.2218208956514097,0.13271208004633972,AAPL,APPLE INC
012141,1986-06-30,1986,170.739,31.407,197.514,39.254,0.2817299687078345,0.22990646542383403,MSFT,MICROSOFT CORP
001161,1986-03-31,1985,731.495,342.317,576.124,-36.624,-0.0941060388819512,-0.050067327869636837,AMD,ADVANCED MICRO DEVICES
006008,1985-12-31,1985,2151.864,730.384,1364.982,1.57,0.0011044818748896397,0.0007296000118966626,INTC,INTEL CORP
012540,1985-11-30,1985,6.074,1.428,4.604,0.496,0.5734104046242775,0.08165953243332236,ADBE,ADOBE INC
001690,1985-09-30,1985,936.177,385.69,1918.28,61.223,0.11121606868100427,0.06539682132759082,AAPL,APPLE INC
012141,1985-06-30,1985,65.064,10.624,140.417,24.101,0.4427482318361348,0.3704198942579614,MSFT,MICROSOFT CORP
001161,1985-03-31,1984,760.108,314.454,931.079,135.369,0.3037535846194582,0.17809179748141055,AMD,ADVANCED MICRO DEVICES
006008,1984-12-31,1984,2029.398,669.236,1629.332,198.189,0.14570974214119925,0.09765901020893882,INTC,INTEL CORP
001690,1984-09-30,1984,788.786,324.221,1515.876,64.055,0.13788167425441003,0.08120707010519963,AAPL,APPLE INC
001161,1984-03-31,1983,512.276,233.702,583.346,71.111,0.25526790009117867,0.13881384253800685,AMD,ADVANCED MICRO DEVICES
006008,1983-12-31,1983,1679.648,557.91,1121.943,116.111,0.10350972596145275,0.06912817447465183,INTC,INTEL CORP
001690,1983-09-30,1983,556.579,178.678,982.769,76.714,0.2030002566809826,0.13783128720271515,AAPL,APPLE INC
001161,1983-03-31,1982,307.598,124.244,358.345,20.983,0.11443982678316263,0.0682156580992074,AMD,ADVANCED MICRO DEVICES
006008,1982-12-31,1982,1056.452,504.599,899.812,30.046,0.05444565853587821,0.02844047812867977,INTC,INTEL CORP
001690,1982-09-30,1982,357.787,100.695,583.061,61.306,0.23845938418931745,0.1713477571851409,AAPL,APPLE INC
001161,1982-03-31,1981,243.523,111.549,281.58,8.95,0.0678163880764393,0.036752175359206316,AMD,ADVANCED MICRO DEVICES
006008,1981-12-31,1981,871.517,383.7,788.676,27.359,0.05608455629877598,0.03139238821503195,INTC,INTEL CORP
001690,1981-09-30,1981,254.838,77.451,334.783,39.42,0.22222598048334996,0.15468650672191744,AAPL,APPLE INC
001161,1981-03-31,1980,224.694,106.094,309.391,24.684,0.2081281618887015,0.1098560709231221,AMD,ADVANCED MICRO DEVICES
006008,1980-12-31,1980,767.168,334.308,854.561,96.741,0.22349258420736498,0.12610145365812964,INTC,INTEL CORP
001690,1980-09-30,1980,65.35,39.401,117.126,11.698,0.45080735288450424,0.1790053557765876,AAPL,APPLE INC
001161,1980-03-31,1979,164.756,77.243,225.593,23.277,0.2659833396181139,0.1412816528684843,AMD,ADVANCED MICRO DEVICES
006008,1979-12-31,1979,500.093,196.904,662.996,77.804,0.25661880872986814,0.15557906229441323,INTC,INTEL CORP
001161,1979-03-31,1978,109.477,51.943,148.276,10.955,0.19040914937254494,0.1000666806726527,AMD,ADVANCED MICRO DEVICES
006008,1978-12-31,1978,356.565,151.503,399.778,44.314,0.21610049643522447,0.12428028550194214,INTC,INTEL CORP
001161,1978-03-31,1977,74.768,29.752,92.331,5.037,0.11189354896036964,0.0673683928953563,AMD,ADVANCED MICRO DEVICES
006008,1977-12-31,1977,221.246,72.304,282.549,31.716,0.2129419505579353,0.14335174421232474,INTC,INTEL CORP
001161,1977-03-31,1976,40.774,23.842,62.116,4.474,0.26423340420505553,0.10972678667778486,AMD,ADVANCED MICRO DEVICES
006008,1976-12-31,1976,156.568,47.108,225.979,25.214,0.23034898593093367,0.16104184763169996,INTC,INTEL CORP
001161,1976-03-31,1975,27.041,15.4,34.387,1.434,0.123185293359677,0.05303058318849155,AMD,ADVANCED MICRO DEVICES
006008,1975-12-31,1975,102.719,28.546,136.788,16.274,0.21940598330929045,0.15843222772807367,INTC,INTEL CORP
001161,1975-03-31,1974,23.37,13.326,25.815,-2.472,-0.24611708482676226,-0.10577663671373556,AMD,ADVANCED MICRO DEVICES
006008,1974-12-31,1974,75.41,24.611,134.456,19.776,0.38929900194885725,0.2622463864208991,INTC,INTEL CORP
001161,1974-03-31,1973,20.735,8.252,26.429,2.429,0.19458463510374108,0.11714492404147576,AMD,ADVANCED MICRO DEVICES
006008,1973-12-31,1973,50.567,22.679,65.593,9.214,0.33039300057372345,0.18221369667965273,INTC,INTEL CORP
001161,1973-03-31,1972,12.85,2.834,11.199,1.323,0.13208865814696485,0.10295719844357977,AMD,ADVANCED MICRO DEVICES
006008,1972-12-31,1972,21.944,4.548,22.971,3.084,0.17728213382386757,0.14053955523149836,INTC,INTEL CORP
006008,1971-12-31,1971,14.787,1.373,9.166,1.015,0.07566721335917698,0.06864137418002299,INTC,INTEL CORP
