gvkey,datadate,fyearq,fqtr,indfmt,consol,atq,ltq,ceqq,cheq,dlttq,dlcq,rectq,invtq,saleq,revtq,cogsq,xsgaq,oibdpq,niq,ibq,xrdq,capxy,ticker,conm
339965,2023-07-31,2023,2,INDL,C,7509.816,2211.589,5286.938,3752.133,263.006,33.846,432.704,0.0,674.018,674.018,200.366,729.775,-256.123,-226.867,-226.867,313.996,30.483,SNOW,SNOWFLAKE INC
180711,2023-07-31,2023,3,INDL,C,71595.0,49516.0,22079.0,12055.0,38222.0,1119.0,2914.0,1842.0,8876.0,8876.0,2150.0,1697.0,5029.0,3303.0,3303.0,1358.0,347.0,AVGO,BROADCOM INC
157855,2023-07-31,2023,2,INDL,C,92447.0,34365.0,58082.0,12397.0,11291.0,1509.0,5400.0,0.0,8603.0,8603.0,1445.0,4743.0,2415.0,1267.0,1267.0,1220.0,423.0,CRM,SALESFORCE INC
035005,2023-07-31,2023,2,INDL,C,8923.108,1920.756,7002.352,6040.37,62.181,23.512,587.476,0.0,1138.676,1138.676,238.343,681.848,218.485,181.974,181.974,191.802,68.426,ZM,ZOOM COMMUNICATIONS INC
160329,2023-06-30,2023,2,INDL,C,383044.0,115903.0,264641.0,118332.0,26451.0,3980.0,38804.0,2231.0,74604.0,74604.0,29093.0,20848.0,24663.0,18368.0,18368.0,10588.0,13177.0,GOOGL,ALPHABET INC
147579,2023-06-30,2023,2,INDL,C,50817.473,27985.258,22832.215,8578.752,16217.457,776.234,1218.326,0.0,8187.301,8187.301,4584.085,1686.648,1916.568,1487.61,1487.61,657.983,162.991,NFLX,NETFLIX INC
170617,2023-06-30,2023,2,INDL,C,206688.0,72655.0,134033.0,53611.0,35401.0,1577.0,12511.0,0.0,32000.0,32000.0,3366.0,13969.0,14665.0,7789.0,7789.0,9344.0,13058.0,META,META PLATFORMS INC
024616,2023-06-30,2023,2,INDL,C,74579.0,54918.0,19661.0,9937.0,11058.0,152.0,6563.0,1903.0,7287.0,7287.0,3764.0,2097.0,1426.0,1029.0,1029.0,,320.0,PYPL,PAYPAL HOLDINGS INC
012141,2023-06-30,2023,4,INDL,C,411976.0,205753.0,206223.0,111262.0,70588.0,8853.0,57888.0,2500.0,56189.0,56189.0,12921.0,15140.0,28128.0,20081.0,20081.0,6739.0,28107.0,MSFT,MICROSOFT CORP
036910,2023-06-30,2023,2,INDL,C,3980.264,945.126,2955.474,3109.251,194.134,51.855,375.756,0.0,533.317,533.317,98.5,416.344,18.473,28.127,28.127,99.533,8.689,PLTR,PALANTIR TECHNOLOG INC
006008,2023-06-30,2023,2,INDL,C,185629.0,81158.0,101017.0,24257.0,46335.0,2711.0,2996.0,11984.0,12949.0,12949.0,6079.0,5410.0,1460.0,1481.0,1481.0,4080.0,13301.0,INTC,INTEL CORP
184996,2023-06-30,2023,2,INDL,C,90591.0,38409.0,51130.0,23459.0,3803.0,2008.0,3641.0,14356.0,24927.0,24927.0,19240.0,2134.0,3553.0,2703.0,2703.0,943.0,4133.0,TSLA,TESLA INC
024800,2023-06-30,2023,3,INDL,C,49002.0,28332.0,20670.0,8631.0,14530.0,914.0,3850.0,6628.0,8451.0,8451.0,3313.0,2835.0,2303.0,1803.0,1735.0,2222.0,1157.0,QCOM,QUALCOMM INC
001161,2023-06-30,2023,2,INDL,C,67967.0,12831.0,55136.0,6285.0,2107.0,753.0,4314.0,4567.0,5359.0,5359.0,2548.0,1943.0,868.0,27.0,27.0,1443.0,283.0,AMD,ADVANCED MICRO DEVICES
064768,2023-06-30,2023,2,INDL,C,477607.0,309005.0,168602.0,64493.0,145514.0,20772.0,34900.0,36587.0,134383.0,134383.0,57784.0,57183.0,19416.0,6750.0,6750.0,21931.0,25662.0,AMZN,AMAZON.COM INC
001690,2023-06-30,2023,3,INDL,C,335038.0,274764.0,60274.0,62482.0,98071.0,11209.0,39186.0,7351.0,81797.0,81797.0,42332.0,13415.0,26050.0,19881.0,19881.0,7442.0,8796.0,AAPL,APPLE INC
023650,2023-06-30,2023,2,INDL,C,9703.0,2240.0,7463.0,4780.0,1118.0,16.0,981.0,0.0,1694.0,1694.0,842.0,817.0,35.0,-1311.0,-1311.0,648.0,35.0,SHOP,SHOPIFY INC
012540,2023-05-31,2023,2,INDL,C,27838.0,13000.0,14838.0,6601.0,4039.0,74.0,1685.0,0.0,4816.0,4816.0,394.0,2556.0,1866.0,1295.0,1295.0,876.0,222.0,ADBE,ADOBE INC
339965,2023-04-30,2023,1,INDL,C,7446.774,2148.789,5286.243,3945.528,225.653,29.19,375.893,0.0,623.599,623.599,195.818,670.756,-242.975,-225.627,-225.627,277.412,16.311,SNOW,SNOWFLAKE INC
157855,2023-04-30,2023,1,INDL,C,93541.0,36129.0,57412.0,13977.0,12301.0,772.0,4632.0,0.0,8247.0,8247.0,1094.0,4776.0,2377.0,199.0,199.0,1207.0,243.0,CRM,SALESFORCE INC
035005,2023-04-30,2023,1,INDL,C,8536.21,2012.103,6524.107,5609.001,68.47,22.659,607.84,0.0,1105.364,1105.364,231.219,705.796,168.349,15.444,15.444,209.271,21.826,ZM,ZOOM COMMUNICATIONS INC
180711,2023-04-30,2023,2,INDL,C,71667.0,49660.0,22007.0,11553.0,38194.0,1117.0,3031.0,1886.0,8733.0,8733.0,2048.0,1657.0,5028.0,3481.0,3481.0,1312.0,225.0,AVGO,BROADCOM INC
117768,2023-04-30,2023,1,INDL,C,44460.0,19940.0,24520.0,15320.0,10643.0,1437.0,4080.0,4611.0,7192.0,7192.0,2160.0,2508.0,2524.0,2043.0,2043.0,1875.0,248.0,NVDA,NVIDIA CORP
023650,2023-03-31,2023,1,INDL,C,10964.0,2507.0,8457.0,4863.0,1375.0,24.0,905.0,0.0,1508.0,1508.0,764.0,908.0,-164.0,68.0,68.0,458.0,14.0,SHOP,SHOPIFY INC
064768,2023-03-31,2023,1,INDL,C,464378.0,309852.0,154526.0,64782.0,147951.0,22596.0,30500.0,34170.0,127358.0,127358.0,56668.0,54570.0,16120.0,3172.0,3172.0,20450.0,14207.0,AMZN,AMAZON.COM INC
024616,2023-03-31,2023,1,INDL,C,77186.0,57328.0,19858.0,10706.0,11010.0,569.0,8542.0,0.0,7040.0,7040.0,3501.0,2106.0,1433.0,795.0,795.0,,170.0,PYPL,PAYPAL HOLDINGS INC
001161,2023-03-31,2023,1,INDL,C,67634.0,12940.0,54694.0,5939.0,2848.0,,4042.0,4235.0,5353.0,5353.0,2527.0,1884.0,942.0,-139.0,-139.0,1411.0,158.0,AMD,ADVANCED MICRO DEVICES
024800,2023-03-31,2023,2,INDL,C,48362.0,28664.0,19698.0,6676.0,15486.0,499.0,3691.0,6858.0,9275.0,9275.0,3683.0,2821.0,2771.0,1704.0,1702.0,2210.0,851.0,QCOM,QUALCOMM INC
036910,2023-03-31,2023,1,INDL,C,3683.138,879.945,2723.733,2916.481,206.422,53.066,254.041,0.0,525.186,525.186,99.325,413.426,12.435,16.802,16.802,90.1,4.755,PLTR,PALANTIR TECHNOLOG INC
160329,2023-03-31,2023,1,INDL,C,369491.0,108597.0,258294.0,115102.0,26496.0,3996.0,36036.0,2315.0,69787.0,69787.0,27516.0,20227.0,22044.0,15051.0,15051.0,11468.0,6289.0,GOOGL,ALPHABET INC
012141,2023-03-31,2023,3,INDL,C,380088.0,185405.0,194683.0,104427.0,69587.0,9725.0,37420.0,2877.0,52857.0,52857.0,12579.0,14377.0,25901.0,18299.0,18299.0,6984.0,19164.0,MSFT,MICROSOFT CORP
170617,2023-03-31,2023,1,INDL,C,184491.0,59696.0,124795.0,37663.0,26669.0,1593.0,11044.0,0.0,28645.0,28645.0,3694.0,14056.0,10895.0,5709.0,5709.0,9381.0,6842.0,META,META PLATFORMS INC
006008,2023-03-31,2023,1,INDL,C,185303.0,84900.0,98059.0,27534.0,48836.0,1437.0,3847.0,12993.0,11715.0,11715.0,5384.0,5369.0,962.0,-2758.0,-2758.0,4109.0,7413.0,INTC,INTEL CORP
184996,2023-03-31,2023,1,INDL,C,86833.0,37598.0,48054.0,22888.0,3661.0,1913.0,3176.0,14375.0,23329.0,23329.0,17772.0,1847.0,3710.0,2513.0,2513.0,771.0,2073.0,TSLA,TESLA INC
001690,2023-03-31,2023,2,INDL,C,332160.0,270002.0,62158.0,55872.0,97041.0,12574.0,35899.0,7482.0,94836.0,94836.0,49962.0,13658.0,31216.0,24160.0,24160.0,7457.0,6703.0,AAPL,APPLE INC
147579,2023-03-31,2023,1,INDL,C,49490.345,27662.149,21828.196,7831.393,16193.38,762.467,1025.509,0.0,8161.503,8161.503,4713.29,1643.561,1804.652,1305.12,1305.12,687.275,62.019,NFLX,NETFLIX INC
